doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
조금 있다 봐.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아저씨..아까 그 사람들이 먹은 거..그거 뭐예요?	2	2	2	2	2	2	2	2	2	2
순대.	2	2	2	2	2	2	2	2	2	2
너 순대 몰라?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
순댈 몰라?	2	2	2	2	2	2	2	2	2	2
먹어볼래?	2	2	2	2	2	2	0	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
우와~~ 되게 맛있어요~	2	2	2	2	2	2	0	2	2	2
순대 좀 줘?	2	2	2	2	2	2	0	2	2	2
네!!	2	2	2	2	2	2	2	2	2	2
얼마나?	2	2	2	2	2	2	2	2	2	2
많이요~	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아니 왜 이렇게 애를 울려요~ 무슨 일이야~	2	2	2	2	2	2	2	2	2	2
이봐 우유도 많이 먹고 열도 안 나고 우리가 계속 놀아주는데 왜 우는거야 대체?	2	2	2	2	2	2	2	2	2	2
똥 싼거 아니야?	2	2	2	2	2	2	2	2	2	2
똥?	2	2	2	2	2	2	2	2	2	2
아 똥~ 야 똥이다 똥 기저귀 확인해봐~	2	2	2	2	2	2	2	2	2	2
쯧쯧...	2	2	2	2	2	2	2	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
크리스마스를 어떻게 보낼거니?	2	2	2	2	2	2	2	2	2	2
차에 짐을 싣고 처가에 갈거야.	2	2	2	2	2	2	2	2	2	2
좋네! 맛난 먹을 게 기다리고 있겠군.	2	2	2	2	2	2	0	2	2	2
당연하지!	2	2	2	2	2	2	0	2	2	2
스판바지를 벌써 챙겼다구.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
나야~ 문 좀 열어봐~	2	2	2	2	2	2	2	2	2	2
어?	2	2	2	2	2	2	2	2	2	2
열려있었구나 진작 열어볼 걸~	2	2	2	2	2	2	2	0	2	2
어..너 왠일이야..?	2	2	2	2	2	2	2	2	2	2
기척이 없길래 갑자기 걱정이 돼서 다시 온거야.	2	2	2	2	2	2	0	2	2	2
쓰러 졌나 했네.	2	2	2	2	2	2	0	2	2	2
잠들어서 못 들었나본데.	2	2	2	2	2	2	2	2	2	2
많이 아프냐?	2	2	2	2	2	2	2	2	2	2
열 많이 나네?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
죄송하지만 여기 앉는 사람 있나요?	2	2	2	2	2	2	2	2	2	2
네 .	2	2	2	2	2	2	2	2	2	2
미안하지만 주인이 있어요.	2	2	2	2	2	2	2	2	2	2
그럼 여기 이 자리는요?	2	2	2	2	2	2	2	2	2	2
아뇨 거긴 아무도 앉지 않아요.	2	2	2	2	2	2	2	2	2	2
누구든지 앉으면 되죠.	2	2	2	2	2	2	2	2	2	2
고맙습니다.	2	2	2	2	2	2	2	2	2	2
이 영화 에 대해서는 뭘 듣고 오셨나요?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
친구들은 영화가 아주 좋다고 하더군요.	2	2	2	2	2	2	2	2	2	2
전 영화평들을 주의해서 보지 않아서 말이죠.	2	2	2	2	2	2	2	2	2	2
저도 마찬가지에요.	2	2	2	2	2	2	2	2	2	2
좋은 영화인지 아닌지 제가 결정하고 싶어요.	2	2	2	2	2	2	2	2	2	2
사람은 모두 평론가죠.	2	2	2	2	2	2	1	2	2	2
그래서 저도 스스로 판단하길 좋아합니다.	2	2	2	2	2	2	1	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
용건이 뭐야?	2	2	2	2	2	2	2	2	2	2
말해.	2	2	2	2	2	2	2	2	2	2
넌 역시...	2	2	2	2	2	2	2	2	2	2
그렇게 니 칭찬을 해도 말이 길어진다 싶으면 싫어하는구나.	2	2	2	2	2	2	1	1	2	2
그래, 뭐, 그건 그렇고...	2	2	2	2	2	2	2	2	2	2
내가 작년에 유럽가서 사온 거, 벽에 걸려있던 시계 말이야.	2	2	2	2	2	2	2	2	2	2
그 안에 시계추, 그거 니가 가져갔거든?	2	2	2	2	2	2	2	2	2	2
그것 좀 돌려 줄래?	2	2	2	2	2	2	2	2	2	2
그게 뭔데 내가 뭘 언제 가져가!	2	2	2	2	0	2	1	2	2	2
아휴...	2	2	2	2	2	2	1	2	2	2
여전하구나, 그 버릇.	2	2	2	2	1	2	1	1	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
우린 같은 동네에 살면서도 마주치는 일이 드무니 참 이상하네요.	2	2	2	2	0	2	2	2	2	2
일과가 너무 다르니까요.	2	2	2	2	2	2	2	2	2	2
그러게요.	2	2	2	2	2	2	2	2	2	2
그럼 어쩌죠?	2	2	2	2	2	2	2	2	2	2
언제 날을 잡아서 뭘 함께 합시다.	2	2	2	2	0	2	2	2	2	2
좋은 생각이에요.	2	2	2	2	2	2	2	2	2	2
다음 며칠 동안 시간 나는 때 있어요?	2	2	2	2	2	2	2	2	2	2
일요일 오후에 시간이 나긴 하는데.	2	2	2	2	2	2	2	2	2	2
그쪽은요?	0	2	2	2	2	2	2	2	2	2
나도 좋을 것 같은데.	2	2	2	2	2	2	2	2	2	2
뭘 하고 싶죠?	0	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
정말?	2	2	2	2	2	2	2	2	2	2
넌 항상 돈을 잘 모아두잖아.	2	2	2	2	2	2	2	2	2	2
직장에서 충분히 벌지 못해.	2	2	2	2	2	2	2	2	2	2
월급이 오를 가능성은 있는 거야?	2	2	2	2	2	2	2	2	2	2
월급이 오를 가능성은 거의 없어.	2	2	2	2	2	2	2	2	2	2
작년에도 네가 그렇게 말했어.	2	2	2	2	2	2	2	2	2	2
월급이 오른 지 벌써 3년이 다 돼가.	2	2	2	2	2	2	2	2	2	2
다른 직장을 찾아보지 그래?	2	2	2	2	2	2	2	2	2	2
너만 알고 있어.	2	2	2	2	2	2	2	2	2	2
나 다음 주 월요일에 인터뷰가 있어.	2	2	2	2	2	2	2	2	2	2
행운을 빌어.	2	2	2	2	2	2	0	2	2	2
취직 됐으면 좋겠다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
값 좀 싸게 해주세요.	2	2	2	2	2	2	2	2	2	2
얼마나요?	2	2	2	2	2	2	2	2	2	2
20달러로 해주세요.	2	2	2	2	2	2	2	2	2	2
35달러 이하로는 안 됩니다.	2	2	2	2	2	2	2	2	2	2
에이, 학생이 무슨 돈이 있나요.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이 성적들 좀 봐!	2	2	2	2	2	2	2	2	0	2
엉망이잖아!	2	2	2	2	2	2	2	2	0	2
애가 기계는 아니에요.	2	2	2	2	0	2	0	2	2	2
학교 끝나고 아르바이트도 하잖아요.	2	2	2	2	2	2	2	2	2	2
공부에 전념을 해야지.	2	2	2	2	2	2	2	2	2	2
당신은 항상 애 결점만 들춰요.	2	2	2	2	2	2	2	2	2	2
금방이라도 올 거예요.	2	2	2	2	2	2	2	2	2	2
살살 하세요.	2	2	2	2	2	2	2	2	2	2
이것보다는 잘해야지.	2	2	2	2	2	2	2	1	2	2
엄마 아빠 다녀왔습니다!	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
요즘은 마음이 싱숭생숭하고 서글프네요.	2	2	2	2	2	2	2	2	0	2
무슨 일 있었나요?	2	2	2	2	2	2	2	2	2	2
그런 건 아니지만, 왠지 모르게 막막한 기분이 들어요.	2	2	2	2	2	2	2	2	2	2
힘든 일이 있으면 털어놓으세요.	2	2	2	2	0	2	0	2	2	2
마음이 한결 시원할 거예요.	2	2	2	2	0	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
걔 말 한마디 한마디가 왜 그렇게 거슬리는 지 모르겠어.	2	2	2	2	2	2	2	2	0	2
내가 이상한거냐?	2	2	2	2	2	2	2	2	2	2
절대 아녜요.	2	2	2	2	2	2	0	2	2	2
전 이해해요.	2	2	2	2	2	2	0	2	2	2
원래 형님 말투가 사람 신경을 딱 긁는 게 있잖아요.	2	2	2	2	2	2	2	2	2	2
사람 깔보는 그 말투.	2	2	2	2	2	2	2	2	2	2
그래 그거야~ 사람 깔보는 말투.	2	2	2	2	2	2	2	2	0	2
지는 뉴스만 보구, 나는 무식해서 드라마나 본다 딱 그런 말투라니까~	2	2	2	2	2	2	1	1	0	2
알죠 전 안다니까요~	2	2	2	2	2	2	0	2	2	2
아유 너라도 알아주니 속이 풀린다~	2	2	2	2	2	2	0	2	1	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 어머님 말씀 잘하셨어요.	2	2	2	2	2	2	2	2	2	2
말이 나 와서 하는 말이지만 우리집 남자들 집안일이라곤 요만큼도 안 도와줘요.	2	2	2	2	2	2	1	2	0	2
니 시아버지때문에 그러는거 아니냐.	2	2	2	2	2	2	2	2	2	2
집안일은 무조건 여자 몫이라고..	2	2	2	2	2	2	2	2	2	2
으으음.	2	2	2	2	2	2	2	2	2	2
그런게 어딨어요?	2	2	2	2	2	2	1	2	2	2
그건 말도 안되는 소리예요.	2	2	2	2	2	2	1	2	2	2
이번 기회에 남자들한테도 집안일 좀 분담해서 맡기 자구요.	2	2	0	2	0	2	2	2	2	2
어머님도 동의하시죠?	2	2	2	2	2	2	2	2	2	2
나야 뭐 동의는..	2	2	2	2	1	2	2	2	2	2
참 도우미는 제가 다 알아서 할테니까 어머님은 저만 믿고 따라오시면 됩니다.	2	2	2	2	0	2	2	2	2	2
오케이?	2	2	2	2	2	2	2	2	2	2
진작 좀 이렇게 했어야 하는데 괜한 고집을 피우셔서.	2	2	2	2	2	2	2	1	2	2
이제야 내 속이 다 후련해지는 거 같으네요~ 어머님 살림 해방 축하드려요~	2	2	0	2	0	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
좀 늦었습니다.	2	2	2	2	2	2	2	2	2	2
얘 좀 와봐라.	2	2	2	2	2	2	2	2	2	2
왜요?	2	2	2	2	2	2	2	2	2	2
준하 쟤 어떡하냐?	2	2	2	2	2	2	2	2	2	2
우울증 도졌나보다.	2	2	2	2	2	2	2	2	2	2
아직두 그래요?	2	2	2	2	2	2	2	2	2	2
세상에 그 좋아하는 치킨도 안 먹고.	2	2	2	2	2	2	2	2	2	2
먹을껄 마다하는거 보니까 완전 우울증이야.	2	2	2	2	2	2	2	2	2	2
아빠가 치킨 안드시는 거 처음 봐.	2	2	2	2	2	2	0	2	2	2
회사 안되서 대따 실망하셨나봐.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
팀 지금 저녁 먹어도 돼?	2	2	2	2	2	2	2	2	2	2
잠깐만.	2	2	2	2	2	2	2	2	2	2
저녁 거의 다 차렸어.	2	2	2	2	2	2	2	2	2	2
금방 끝낼 거야.	2	2	2	2	2	2	2	2	2	2
보고서를 언제까지 내야 되는데?	2	2	2	2	2	2	2	2	2	2
다음주 월요일이야.	2	2	2	2	2	2	2	2	2	2
그 때까지는 끝낼 거지.	2	2	2	2	2	2	2	2	2	2
아 물론이지.	2	2	2	2	2	2	2	2	2	2
좋아.그럼 지금은 음식 식기전에 저녁먹자.	2	2	2	2	2	2	2	2	2	2
이제 밥 먹어도 돼.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
빌어먹을!	2	2	2	2	2	2	2	2	0	2
이번 시합에서 지지 말았어야 했는데.	2	2	2	2	2	2	2	2	0	2
평상시엔 우리가 더 잘하는데.	2	2	2	2	2	2	2	2	2	2
이봐, 짐.	2	2	2	2	2	2	2	2	2	2
너무 속상해 하지 마.	2	2	2	2	2	2	0	2	2	2
이기고 지는 게 문제가 아니야.	2	2	2	2	2	2	2	2	2	2
어떻게 경기를 하느냐가 중요한거지.	2	2	2	2	2	2	2	2	2	2
아, 그런식으로 말하지마.	2	2	2	2	2	2	1	1	2	2
우린 이번 시합에서 선수권을 빼앗기고 말았단 말이야.	2	2	2	2	2	2	2	1	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 오후에 시간 있니?	2	2	2	2	0	2	2	2	2	2
있어.	2	2	2	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
농구할래?	2	2	2	2	2	2	2	2	2	2
좋아.	2	2	2	2	2	2	2	2	2	2
언제 만날까?	2	2	2	2	2	2	2	2	2	2
3시에	2	2	2	2	2	2	2	2	2	2
좋아, 그때보자.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아버님.	2	2	2	2	2	2	2	2	2	2
결재 좀..	2	2	2	2	2	2	2	2	2	2
놓고 가.	2	2	2	2	2	2	2	2	2	2
근데 이게 다 뭐에요?	2	2	2	2	2	2	2	2	2	2
자전거 타시게요?	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
오랜만에 운동 좀 하려고.	2	2	0	2	2	2	2	2	2	2
왜?	2	2	2	2	2	2	2	2	2	2
어떠냐?	2	2	2	2	2	2	2	2	2	2
잘 어울리냐?	2	2	2	2	2	2	2	2	2	2
거꾸로 쓰셨는데요?	2	2	2	2	2	2	2	2	2	2
이렇게..	2	2	2	2	2	2	2	2	2	2
알아 알아.	2	2	2	2	2	2	2	2	2	2
어때?	2	2	2	2	2	2	2	2	2	2
조심하세요.	2	2	2	2	2	2	0	2	2	2
연세 드신분들은 뼈가 부러지면 잘 안 붙으세요.	2	2	2	2	2	2	0	2	2	2
이게..말을 해도..나가 나가!	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
진짜 왜들 이러세요?	2	2	2	2	2	2	2	2	0	2
이쯤해서 없던 일로 합시다.	2	2	2	2	2	2	2	2	2	2
피차 피장파장이잖아요.	2	2	2	2	2	2	2	2	2	2
무슨 피장파장이요?	2	2	2	2	2	2	2	2	2	2
누가 먼저 시작했는데 이제 와서그런 말씀이세요?	2	2	2	2	2	2	1	2	2	2
교감선생님.	2	2	2	2	2	2	2	2	2	2
저 그냥은 못넘어가겠어요.	2	2	2	2	2	2	2	2	2	2
어허.	2	2	2	2	2	2	2	2	2	2
그러지 마시고 학교로 가서 얘길해요.	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
비켜주세요.	2	2	2	2	2	2	2	2	2	2
교장선생님.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
저 빨간 컵에 뭐가 있니?	2	2	2	2	2	2	2	2	2	2
확인하겠습니다.	2	2	2	2	2	2	2	2	2	2
빨간 컵 안에 콜라가 있습니다.	2	2	2	2	2	2	2	2	2	2
마침 목이 말랐는데 잘되었다.	2	2	2	2	2	2	2	2	2	2
그 컵 가지고 와.	2	2	2	2	2	2	2	2	2	2
얼음도 가져다 드릴까요?	2	2	2	2	2	2	0	2	2	2
너무 차가운건 싫은데.	2	2	2	2	2	2	1	2	2	2
이가 시린걸 알면서 얼음을 먹으라고?	2	2	2	2	0	2	1	2	2	2
이런 고얀 놈을 봤나.	2	2	2	2	2	2	1	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어디 있었어?	2	2	2	2	2	2	2	2	2	2
이번 주 내내 너하고 연락하려고 얼마나 애썼는데.	2	2	2	2	0	2	2	2	2	2
한 주 내내 돌아다녔어.	2	2	2	2	2	2	2	2	2	2
문제가 생겨서 오늘 너하고 이야기를 해야 돼.	2	2	2	2	0	2	2	2	2	2
월요일에 얘기하면 안 돼?	2	2	2	2	2	2	2	2	2	2
그 때까지 못 기다려.	2	2	2	2	2	2	2	2	2	2
오늘 시간을 좀 내면 안 돼?	2	2	2	2	2	2	2	2	2	2
그렇게 못 할 것 같아.	2	2	2	2	2	2	2	2	2	2
상사가 온 종일 잡고 있을 거거든.	2	2	2	2	2	2	2	2	2	2
일 끝나고 술 한 잔 어때?	2	2	2	2	0	2	2	2	2	2
좋아.	2	2	2	2	2	2	2	2	2	2
한데 금방 끝나야 돼.	2	2	2	2	2	2	2	2	2	2
그럼.	2	2	2	2	2	2	2	2	2	2
6시 어때?	2	2	2	2	2	2	2	2	2	2
좋아.	2	2	2	2	2	2	2	2	2	2
늘 보던 곳에서 만나.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
곧 중국에 가는 거 아니었어?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
중국 여행 미뤄졌어.	2	2	2	2	2	2	2	2	2	2
서운했겠다.	2	2	2	2	2	2	2	2	2	2
중국 여행 때문에 창의력이 솟는 것 같던데.	2	2	2	2	2	2	2	2	2	2
사실은 괜찮아.	2	2	2	2	2	2	2	2	2	2
최근에 여행을 많이 해서 중국 가는 거 미뤄져도 상관없어.	2	2	2	2	2	2	2	2	2	2
그럼 언제 떠날 계획이야?	2	2	2	2	2	2	2	2	2	2
8월이 될 것 같은데 정확한 건 아니야.	2	2	2	2	2	2	2	2	2	2
언제 가는지 알려줘.	2	2	2	2	2	2	2	2	2	2
올 때 차 좀 사다 줬으면 해서.	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
난 항상 차 사가지고 와.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕 리처드.	2	2	2	2	2	2	2	2	2	2
그 가죽 백 멋있네.	2	2	2	2	2	2	2	2	2	2
새 거야?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
누이가 준 거야.	2	2	2	2	2	2	2	2	2	2
좋다.	2	2	2	2	2	2	2	2	2	2
직장 친구가 누이한테 준 건데 필요 없대.	2	2	2	2	2	2	2	2	2	2
갖고 있는 백이 너무 많대.	2	2	2	2	2	2	2	2	2	2
2시 회의에 갈 거야?	2	2	2	2	2	2	2	2	2	2
참관해서 그냥 듣기만 할 거야.	2	2	2	2	2	2	2	2	2	2
내가 할 말은 많지 않을 것 같아.	2	2	2	2	2	2	2	2	2	2
윗사람은 네 의견을 듣고 싶어할 텐데.	2	2	2	2	2	2	2	2	2	2
글쎄.	2	2	2	2	2	2	2	2	2	2
뭔가 떠오르면 참석자 모두와 공유해야지.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
와, 밖에 눈 엄청 많이 온다.	2	2	2	2	2	2	2	2	2	2
내 말이.	2	2	2	2	2	2	2	2	2	2
좀 걱정되네.	2	2	2	2	1	2	2	2	0	2
집에 갈 때 운전하기 힘들겠다.	2	2	2	2	1	2	2	2	0	2
몇 분 전에 문자 온 거 받았어?	2	2	2	2	2	2	2	2	2	2
눈 너무 많이 쌓이기 전에 오늘 회사 일찍 마무리한대.	2	2	2	2	2	2	2	2	2	2
오, 완전 다행이다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
넌 어떤 일을 하고 있니?	2	2	2	2	2	2	2	2	2	2
우리 모두가 환경에 영향을 끼치고 있는 거야.	2	2	2	2	2	2	2	2	2	2
전 쓰레기를 분리수거해요.	2	2	2	2	2	2	2	2	2	2
이를 닦을 때 물을 틀어 놓질 않구있구요.	2	2	2	2	2	2	2	2	2	2
이런 건 어때요?	2	2	2	2	2	2	2	2	2	2
확실히 그런 행동들은 중요하지.	2	2	2	2	2	2	2	2	2	2
절대 운전 하지 않겠다고 맹세해 보는 건 어떨까?	2	2	2	2	2	2	2	2	2	2
오우!	2	2	2	2	2	2	2	2	2	2
전 천천히 시작 할래요.	1	2	2	2	2	2	2	2	2	2
그렇게 까지 하기엔 아직 준비가 안됐는걸요.	1	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
출연료는 개막 이후부터 계산되거든요.	2	2	2	2	2	2	2	2	2	2
그렇죠?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
그런줄은 아는데..	2	2	2	2	2	2	2	2	2	2
좀 급한 일이 있어서 그 러는데 선금으로 좀 땡겨 받을 순 없나요?	2	2	2	2	2	2	2	2	2	2
곤란한데요.	2	2	0	2	2	2	2	2	2	2
이게 규정으로 정해진거라..	1	2	0	2	2	2	2	2	2	2
그럼..	2	2	2	2	2	2	2	2	2	2
언제나 받을 수 있나요?	2	2	2	2	2	2	2	2	2	2
익월 초에 지급되니까..	2	2	2	2	2	2	2	2	2	2
2월 첫째주에 나오겠네요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
학급 파티 열었어?	2	2	2	2	2	2	2	2	2	2
응 파티 했어.	2	2	2	2	2	2	2	2	2	2
전부 재미있었대?	2	2	2	2	2	2	2	2	2	2
그럼 모두 신나게 놀았지.	2	2	2	2	2	2	2	2	2	2
학생들이 전부 자기 나라 음식 가져오고?	2	2	2	2	2	2	2	2	2	2
그럼.	2	2	2	2	2	2	2	2	2	2
각 나라의 맛있는 음식이 나왔으니까.	2	2	2	2	2	2	2	2	2	2
자기는 뭐 가져갔어?	2	2	2	2	2	2	2	2	2	2
나는 으깬 감자 요리를 좀 뚝딱 만들었지.	2	2	2	2	2	2	2	2	2	2
학생들이 좋아해?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
좋아했어.	2	2	2	2	2	2	2	2	2	2
인기가 얼마나 좋았다고.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
타호 레이크에 오두막집을 하나 살까 생각중이야.	2	2	2	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
거긴 집들이 비싸지 않아?	2	2	2	2	2	2	2	2	2	2
응 하지만 장기적인 안목으로는 더 나을 것 같아.	2	2	0	2	2	2	2	2	2	2
무슨 얘기야?	2	2	2	2	2	2	2	2	2	2
집을 임대하면 나한테 남는 게 아무 것도 없잖아.	2	2	0	2	2	2	2	2	2	2
그렇긴 하지.	2	2	2	2	2	2	2	2	2	2
그런데 집을 사면 좋은 투자가 되는 거잖아.	2	2	0	2	2	2	2	2	2	2
이제야 이해가 가네.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아직 일을 마칠 시간이 안됐지만, 이제 그만 마칠래.	2	2	2	2	2	2	2	2	2	2
너희 팀장님이 일찍 퇴근해도 된다고 했어?	2	2	2	2	2	2	2	2	2	2
우리 팀장님은 내가 할 일만 다 해내면 그런 건 까다롭지 않으신 분이야.	2	2	2	2	2	2	2	2	2	2
운이 좋네.	2	2	2	2	2	2	2	2	2	2
난 무조건 6시까지는 책상 앞에 꼼짝 않고 있어야 하는데.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
여기가 줄서는 곳입니까?	2	2	2	2	2	2	2	2	2	2
아닙니다.	2	2	2	2	2	2	2	2	2	2
번호를 받으시고 자리에 앉아 계십시오.	2	2	2	2	2	2	2	2	2	2
아, 제가 몰랐습니다.	2	2	2	2	2	2	2	2	2	2
고맙습니다.	2	2	2	2	2	2	2	2	2	2
천만에요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 수혈을 해.	2	2	2	2	2	2	2	2	2	2
와서 내 손 좀 잡아줘.	2	2	2	2	2	2	0	2	2	2
어쩌다가 그렇게 공공심이 발동한거니?	2	2	2	2	2	2	2	2	2	2
한 라디오 공공서비스 안내방송을 듣고 자극 받았어.	2	2	2	2	2	2	2	2	2	2
너한테 그런 면이 있는 지 몰랐는걸.	2	2	2	2	2	2	2	2	2	2
자랑 스럽다.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어디 계세요?	2	2	2	2	2	2	2	2	2	2
오래 기다렸죠?	2	2	2	2	2	2	2	2	2	2
교장선생 그 양반이 어찌나 말이 많으신지.	2	2	2	2	2	2	1	2	2	2
원래 그래요.	2	2	2	2	2	2	2	2	2	2
학교에서 이렇게 보니까 기분이 이상하네요.	2	2	2	2	2	2	2	2	2	2
스릴있죠?	2	2	2	2	2	2	2	2	2	2
예 좀.	2	2	2	2	2	2	2	2	2	2
근데 괜찮은가요?	2	2	2	2	2	2	2	2	2	2
괜찮아요.	2	2	2	2	2	2	2	2	2	2
여긴 오늘 수업 없어서 아무도 안 와요.	2	2	2	2	2	2	2	2	2	2
예.	2	2	2	2	2	2	2	2	2	2
참, 오늘밤에 시간나세요?	2	2	2	2	2	2	2	2	2	2
예.	2	2	2	2	2	2	2	2	2	2
왜요?	2	2	2	2	2	2	2	2	2	2
영화보러 가실래요?	2	2	2	2	0	2	2	2	2	2
좋아하시는 봉준호 감독 새 영화 나왔던데.	2	2	2	2	2	2	2	2	2	2
정말요?	2	2	2	2	2	2	2	2	2	2
좋아요.	2	2	2	2	2	2	2	2	2	2
몇시 예..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이선생!	2	2	2	2	2	2	2	2	0	2
에?	2	2	2	2	2	2	2	2	2	2
저요?	2	2	2	2	2	2	2	2	2	2
거기서 운동활 털면 어떡해?	2	2	2	2	2	2	1	2	0	2
흙먼지가 다 나한테 날아오잖아.	2	2	2	2	2	2	1	2	0	2
아 그랬어요?	2	2	2	2	2	2	2	2	2	2
왜 바람이 하필 그 쪽으로 불었어.	2	2	2	2	2	2	2	2	2	2
죄송해요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
오늘 저녁에 뭐해?	2	2	2	2	2	2	2	2	2	2
영화볼래?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
